NMF,LC,NAD, NUC, NMS, NMD, Entropy ,MLMF,CFC,NCC,NMC,Tag
7,271,3,5,1,2,2.195529186,1366,24,1080,10,NoArch
8,284,3,45,1,3,2.398454655,2406,28,1166,11,NoArch
7,271,3,5,1,2,2.195529186,1366,24,1080,10,NoArch
7,271,3,8,1,2,2.195529186,1095,24,1080,10,NoArch
2,56,0,32,1,2,0.999570839,614,7,461,2,NoArch
5,727,4,13,1,2,1.861840305,111,115,3983,60,Arch
9,327,3,31,1,4,2.695188546,2036,31,1541,12,Arch
18,826,8,32,1,8,3.40033386,2194,71,4290,40,Arch
9,327,3,31,1,4,2.695188546,2036,31,1541,12,Arch
11,379,3,32,1,6,3.043232737,2012,39,1894,14,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
7,53,0,22,1,3,2.727557532,1931,7,199,8,NoArch
9,323,3,7,1,4,2.657140766,1721,32,1433,12,Arch
9,323,3,8,1,4,2.657409796,1398,32,1433,12,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,31,0,46,1,2,0.989245297,2035,7,184,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
11,354,3,45,1,6,2.966077139,3787,39,1617,13,Arch
11,354,3,46,1,6,2.965556843,3433,39,1617,13,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
11,354,3,45,1,6,2.966077139,3787,39,1617,13,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
11,354,3,46,1,6,2.965556843,3433,39,1617,13,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
9,32,0,38,1,4,2.850944207,2702,3,264,0,NoArch
2,18,0,11,1,2,0.764204507,402,1,88,1,NoArch
14,3,0,25,1,6,3.211678467,1390,0,26,0,NoArch
2,30,0,47,1,2,0.672294817,2066,7,224,1,NoArch
1,2,0,16,1,1,0,465,0,20,0,NoArch
5,310,2,48,1,3,1.777739445,1470,53,1523,17,NoArch
1,2,0,41,1,1,0,384,0,9,0,NoArch
1,0,0,22,1,1,0,370,0,0,0,NoArch
4,225,2,23,1,3,1.145040263,471,17,1263,5,Arch
3,111,0,6,1,2,0.829065741,410,9,677,6,Arch
2,15,0,49,1,2,0.721928095,2097,1,87,1,NoArch
3,18,0,17,1,3,1.517915957,926,3,131,1,NoArch
2,27,0,8,1,2,0.764204507,148,3,165,2,NoArch
5,255,1,25,1,4,0.852732035,612,45,1486,19,NoArch
5,53,1,14,1,2,1.601366836,546,6,183,2,Arch
2,14,0,15,1,1,0.840358672,250,2,109,0,NoArch
2,28,0,10,1,2,0.764204507,605,1,207,1,NoArch
2,21,0,34,1,2,0.795040279,682,4,148,1,NoArch
4,43,0,26,1,3,1.686468915,817,4,223,3,NoArch
1,0,0,24,1,1,0,272,1,9,0,NoArch
252,437,4,50,1,38,NaN,37640,77,2493,27,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,70,0,36,1,2,0.922734621,703,19,483,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
10,259,1,37,1,3,1.903047895,1712,40,1957,32,Arch
3,57,1,15,1,2,0.55410153,333,1,240,1,Arch
1,1,0,4,1,1,0,116,0,0,0,NoArch
2,81,1,26,1,2,0.472547222,272,10,466,10,Arch
8,84,0,28,1,3,2.403916776,930,19,308,15,Arch
7,52,1,37,1,5,1.583478878,1604,4,184,3,Arch
3,50,1,7,1,3,1.140115679,139,3,156,3,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,17,1,1,0,105,0,9,0,NoArch
4,13,1,16,1,3,1.39706645,476,0,36,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,22,0,28,1,2,0.892995357,594,3,174,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
63,33,1,51,1,23,NaN,10183,0,320,0,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,460,0,13,1,1,0,655,96,2944,43,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,120,1,27,1,4,1.891622654,479,2,225,1,Arch
1,7,0,40,1,1,0,382,2,13,0,NoArch
4,71,0,28,1,2,1.666824618,1158,7,419,6,NoArch
1,11,0,14,1,1,0,1115,1,47,1,NoArch
1,10,0,10,1,1,0,983,2,24,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,5,0,52,1,2,0.961236605,2112,1,18,0,NoArch
4,55,0,16,1,4,1.181445038,574,3,407,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,74,0,38,1,2,0.753197991,820,11,588,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
6,41,0,31,1,6,2.054663018,966,1,335,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,108,1,6,1,2,0.954434003,72,9,598,8,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
20,294,2,53,1,10,2.412555959,5769,61,1934,11,Arch
3,9,0,5,1,1,1.584962501,104,3,33,3,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,4,0,4,1,1,0,266,1,20,1,NoArch
44,1363,5,54,1,17,4.078405814,12153,122,5769,78,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
36,117,0,55,1,12,3.48266342,12259,12,282,4,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
7,19,0,14,1,1,2.776922602,2127,1,33,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,12,0,43,1,1,0.918295834,594,2,22,2,NoArch
2,7,0,21,1,1,0.918295834,277,1,32,1,NoArch
5,32,0,33,1,2,1.841799478,1154,4,127,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
7,19,0,14,1,1,2.776922602,2127,1,33,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,12,0,43,1,1,0.918295834,594,2,22,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,7,0,21,1,1,0.918295834,277,1,32,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,32,0,33,1,2,1.841799478,1154,4,127,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,18,1,1,0,144,0,6,0,NoArch
1,0,0,19,1,1,0,145,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,23,0,56,1,4,1.762930646,2169,4,171,2,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
4,10,0,40,1,3,1.418295834,1303,3,62,1,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
2,7,0,53,1,2,0.591672779,1496,3,63,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
8,104,1,29,1,5,1.347348812,967,14,505,9,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
3,25,0,57,1,3,0.500711588,1386,3,116,2,NoArch
1,40,0,4,1,1,0,210,2,275,2,NoArch
3,175,1,3,1,2,1.032455232,187,17,1099,5,NoArch
1,11,0,2,1,1,0,81,1,115,0,NoArch
5,85,0,5,1,2,1.928299614,384,11,387,11,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
3,40,0,19,1,2,1.112212925,583,5,239,2,Arch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
5,253,3,19,1,3,1.928481638,280,23,1277,13,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
3,14,0,19,1,3,0.734529921,887,0,65,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
4,1,0,19,1,2,1.950212065,354,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
1,1,0,19,1,1,0,144,0,6,0,NoArch
1,1,0,17,1,1,0,145,0,6,0,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,6,0,36,1,2,0.811278124,780,2,62,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
7,116,0,30,1,4,1.626524187,1384,21,545,14,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
10,300,2,19,1,4,2.392637895,1092,34,1747,20,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
5,67,0,19,1,2,0.642610328,745,14,320,11,NoArch
7,65,0,32,1,6,2.046994292,1025,7,564,6,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,67,0,17,1,2,0.642610328,812,14,320,11,NoArch
14,1090,4,34,1,5,2.779660774,1576,114,4796,61,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,1,0,17,1,1,0.918295834,299,0,6,0,NoArch
2,1,0,19,1,1,0.918295834,298,0,6,0,NoArch
2,42,0,41,1,2,0.892623013,943,7,425,2,NoArch
1,0,0,7,1,1,0,85,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,27,0,58,1,3,1.073551999,2589,4,128,3,NoArch
5,43,0,40,1,4,1.448478954,1369,7,431,2,NoArch
5,43,0,41,1,4,1.448478954,1326,7,431,2,NoArch
4,42,0,40,1,4,1.3281888,1224,7,425,2,NoArch
10,235,1,41,1,7,2.230547647,1730,16,1503,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
6,243,0,34,1,4,1.548209047,1622,19,952,12,NoArch
10,235,1,40,1,7,2.230547647,1965,16,1503,4,NoArch
11,271,1,55,1,8,2.388923286,3109,23,1775,8,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
11,271,1,54,1,8,2.388923286,3380,23,1775,8,NoArch
11,271,1,55,1,8,2.388923286,3109,23,1775,8,NoArch
11,271,1,54,1,8,2.388923286,3380,23,1775,8,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
12,262,1,55,1,9,2.638187439,3201,21,1732,8,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,160,1,41,1,2,0.168660931,479,10,1009,7,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
11,271,1,54,1,8,2.388923286,3380,23,1775,8,NoArch
13,284,1,55,1,9,2.67505885,3418,25,1814,10,NoArch
1,56,0,56,1,1,0,1383,10,207,8,NoArch
1,31,0,57,1,1,0,1439,13,109,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
13,371,1,54,1,9,2.656969034,3789,48,2130,20,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
13,372,1,57,1,9,2.655725835,3418,48,2137,20,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
13,372,1,54,1,9,2.655725835,3790,48,2137,20,NoArch
13,372,1,57,1,9,2.655725835,3418,48,2137,20,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
18,585,4,57,1,12,3.429836976,3969,71,3238,27,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
13,316,1,57,1,9,2.82121212,3474,38,1930,12,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
13,316,1,57,1,9,2.82121212,3474,38,1930,12,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
13,316,1,57,1,9,2.82121212,3474,38,1930,12,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
13,316,1,57,1,9,2.82121212,3474,38,1930,12,NoArch
13,316,1,55,1,9,2.82121212,3790,38,1930,12,NoArch
47,2432,12,57,1,23,4.676674038,8761,247,15086,123,Arch
2,21,0,35,1,2,0.998363673,884,4,145,1,NoArch
47,2432,12,55,1,23,4.676674038,11204,247,15086,123,Arch
47,2432,12,57,1,23,4.676674038,8772,247,15086,123,Arch
47,2432,12,55,1,23,4.676674038,11204,247,15086,123,Arch
47,2432,12,57,1,23,4.676674038,8772,247,15086,123,Arch
47,2432,12,55,1,23,4.676674038,11204,247,15086,123,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
52,2953,16,57,1,25,4.864427037,9255,340,17952,158,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,2,0,2,1,2,0.503258335,387,0,9,0,NoArch
1,0,0,2,1,1,0,87,0,6,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,15,0,46,1,3,1.353448505,1196,4,97,2,NoArch
2,128,2,1,1,2,0.912999214,0,9,582,7,Arch
2,11,0,43,1,2,0.918295834,1048,2,68,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,111,1,18,1,2,0.958176013,317,11,565,7,Arch
3,97,1,46,1,3,0.974351241,428,11,457,4,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,211,4,1,1,3,1.946767684,0,8,555,7,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,315,0,16,1,3,0.943403568,1512,37,1626,9,Arch
1,5,0,9,1,1,0,154,1,25,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
12,4180,9,47,1,4,2.277466706,1413,852,24016,380,NoArch
2,6,0,59,1,2,0.811278124,2343,1,37,1,NoArch
3,19,0,16,1,3,1.540251345,554,1,154,1,NoArch
5,7,0,48,1,3,1.521099626,1942,0,84,1,NoArch
3,5,0,8,1,2,1.21132135,394,1,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,5,1,1,0,183,0,0,0,NoArch
2,1648,1,3,1,1,0.024530133,79,314,8976,177,NoArch
5,10,0,7,1,3,1.930240673,569,1,83,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,4,0,20,1,1,0,99,1,26,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
36,177,0,59,1,16,4.506325286,10652,33,1015,11,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,207,1,60,1,2,0.528259588,879,35,1269,9,NoArch
1,0,0,6,1,1,0,522,0,4,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,2,0,5,1,1,1.584962501,294,0,21,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,4,0,48,1,2,0.970950594,863,1,13,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,13,0,44,1,2,0.998635964,1059,2,110,0,NoArch
5,89,0,2,1,4,2.321559629,287,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,11,0,28,1,1,0,260,2,104,0,NoArch
3,62,0,4,1,3,1.401163781,1761,20,373,6,NoArch
1,4,0,8,1,1,0,144,0,3,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
4,647,4,1,1,3,1.968890359,0,86,3389,31,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,22,0,52,1,3,1.082720388,1466,1,162,1,NoArch
7,669,4,51,1,6,2.210731911,2135,87,3551,32,NoArch
7,670,4,52,1,6,2.210384474,1466,85,3541,32,NoArch
44,6208,44,1,1,9,5.021740929,0,402,26712,268,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,2,1,1,0,127,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,7,0,13,1,2,0.945660305,923,0,10,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,28,1,1,0,407,0,1,0,NoArch
2,73,1,31,1,2,0.665273523,277,14,394,9,NoArch
4,26,0,65,1,4,1.214210357,3647,2,209,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
9,194,1,51,1,6,1.973779552,2695,17,1097,10,NoArch
1,2,0,30,1,1,0,406,0,34,1,NoArch
6,403,3,49,1,4,1.639100432,1269,65,2360,40,NoArch
2,8,0,50,1,2,0.543564443,1121,2,59,1,NoArch
2,33,1,28,1,2,0.315997133,565,1,92,1,NoArch
1,1,0,16,1,1,0,133,1,11,0,NoArch
2,56,1,50,1,2,0.757878463,690,1,244,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,54,0,2,1,2,1.584962501,288,0,0,0,NoArch
2,747,2,1,1,2,0.845867078,0,62,2918,29,NoArch
2,15,0,15,1,2,0.566509507,1415,2,102,1,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,63,1,17,1,2,0.507935356,702,6,258,5,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
1,0,0,22,1,1,0,477,0,4,0,NoArch
3,3,0,6,1,2,1.148834854,349,0,18,0,NoArch
4,3,0,21,1,3,1.532914564,823,0,22,0,NoArch
8,79,1,22,1,7,2.034466654,2308,3,311,3,Arch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
5,30,1,66,1,3,1.788221648,3669,3,96,4,Arch
3,72,1,52,1,3,1.560535828,1380,6,364,2,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,4,0,7,1,1,0.954434003,233,0,22,0,NoArch
2,174,0,31,1,2,0.383269164,267,28,1126,22,NoArch
2,4,0,8,1,1,0.954434003,237,0,22,0,NoArch
2,63,0,9,1,1,0.879458774,233,11,280,0,NoArch
2,51,1,9,1,2,0.995325107,522,4,18,2,NoArch
7,10,0,55,1,7,2.290018766,2622,1,56,1,Arch
2,108,2,1,1,1,0.99975261,0,4,681,2,Arch
5,199,4,7,1,2,2.16056545,99,9,523,6,NoArch
4,142,1,56,1,3,1.592668878,1132,18,694,14,NoArch
3,34,1,9,1,2,0.381580488,294,0,85,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,0,0,3,1,2,1,1099,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
2,7,0,14,1,1,0.818955502,1409,5,33,5,NoArch
6,204,0,53,1,3,1.429010054,1242,24,1051,15,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
0,0,0,0,0,0,0,0,0,0,0,NoArch
3,237,3,1,1,1,1.478328754,0,17,1326,9,NoArch
1,4,0,5,1,1,0,168,1,28,1,NoArch
